event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
investigation_goodrep,start_goodrep,,,secure_comm,Enquête de $MarketFaction sur vos liens avec $OtherFaction,Un message crypté d'un de vos contacts $onOrAt $market vous prévient que les autorités de $theMarketFaction ont lancé une enquête sur vos liens avec $theOtherFactionLong.,"$TheMarketFaction peut devenir hostile à votre égard à la suite de l'enquête.

$InvestigatorPost $investigatorName $onOrAt $market est chargé de mener l'enquête. Vous pourrez peut-être influencer le résultat en contactant $invHimOrHer.

L'enquête durera $durée.",,,important,,
investigation_goodrep,clear_goodrep,,,player_intel_always,Enquête $MarketFaction sur vos liens avec $OtherFaction - résolue,L'enquête de $marketFaction sur vos liens avec $theOtherFactionLong est terminée et vous avez été autorisé à agir contre les intérêts de $marketFaction.,La relation avec $theMarketFaction n'est pas affectée.,,,important,,
investigation_goodrep,clear_goodrep_bribe,,,player_intel_always,Enquête $MarketFaction sur vos liens avec $OtherFaction - résolue,"L'enquête de $marketFaction sur vos liens avec $theOtherFactionLong a été achevée conformément à votre « arrangement spécial » avec $investigatorName, et vous avez été autorisé à agir à l'encontre des intérêts de $marketFaction.","Le pot-de-vin versé à $InvestigatorPost $investigatorName a été efficace.

La relation avec $theMarketFaction n'est pas affectée.",,,important,,
investigation_goodrep,player_guilty_goodrep,,,player_intel_always,Enquête de $MarketFaction sur vos liens avec $OtherFaction - reconnu coupable,L'enquête de $marketFaction sur vos liens avec $theOtherFactionLong a conclu que vous avez agi à l'encontre des intérêts de $theMarketFaction. Il est clair que $theMarketFaction vous traitera avec une méfiance particulière.,,,,important,,
,,,,,,,,,,,,
# comm sniffer investigation,,,,,,,,,,,,
investigation_comm_sniffer,start_comm_sniffer,,,player_intel_always,Contact perdu avec le renifleur de communication à $name,Le renifleur de communications que vous avez installé sur $name a cessé de générer des rapports. Cela est probablement dû au fait qu'il a été supprimé par un logiciel de sécurité. Il est possible qu'un audit manuel des journaux de sécurité donne lieu à une enquête sur l'origine du renifleur.,Le renifleur de communications sur $name n'est plus opérationnel.,,,,,
investigation_comm_sniffer,player_guilty_comm_sniffer,,,player_intel_always,Le renifleur de communication à $name remonte à vous,Un audit approfondi des journaux de sécurité sur $name a abouti à ce que vous soyez blâmé pour la faille de sécurité.,,,,,,
,,,,,,,,,,,,
# trade disruption reports,,,,,,,,,,,,
trade_disruption,report_td,,,news,Le commerce a perturbé $onOrAt $market dans le système $marketSystem,Les flottes commerciales à destination ou en provenance du marché n'atteignent pas leur destination en nombre significatif. Le rapport désigne la piraterie ou la guerre comme étant les coupables les plus probables.,"Les prix devraient revenir à la normale d’ici deux mois.

Les produits suivants sont concernés :
$commodityRésumé

Sélectionnez « tarifs » et passez à l'onglet Carte pour plus de détails.",,graphics/icons/markets/trade_disruption.png,prices,,
trade_disruption,report_smuggling,,,news,Activité de contrebande $onOrAt $market dans le système $marketSystem,La situation sur le marché est devenue moins stable en raison des récentes activités de contrebande. Les autorités locales promettent une enquête approfondie.,Stabilité réduite de $smugglingPenalty.,,graphics/icons/markets/smuggling.png,,,
trade_disruption,report_smuggling_player,,,news,Activité de contrebande $onOrAt $market dans le système $marketSystem,La situation sur le marché $onOrAt $ est devenue moins stable en raison des récentes activités de contrebande dans lesquelles vous avez été impliqué. Les autorités locales promettent une enquête approfondie.,"Stabilité réduite de $smugglingPenalty.

Vos actions récentes ont contribué à cette situation.",,graphics/icons/markets/smuggling.png,,,
,,,,,,,,,,,,
# rep changes,,,,,,,,,,,,
rep_tracker,trade_rep,,,player_intel_always,La position aux côtés de $theFaction s'est améliorée grâce au commerce,Il y a des indications que votre récente activité de trading sur $marketList a été notée par $theFaction.,,,,nomap,,
rep_tracker,smuggling_rep,,,player_intel_always,Le soutien de $theFaction a été réduit en raison de la contrebande,"Il semble que votre récente transaction au marché noir avec $marketList ait été notée par $theFaction. Il n’existe aucune preuve concluante, mais il est clair que vos actions sont scrutées de plus près qu’auparavant.",,,,nomap,,
rep_tracker,trade_negative,,,player_intel_always,La position avec $theHostileFaction a été réduite en raison du commerce avec $pickedMarket,"Il y a des indications que votre transaction avec $pickedMarket était suffisamment importante pour être remarquée par $theHostileFaction, qui est hostile à $theFaction.","Votre activité initialement signalée par les parties de $hostileMarket.

La contrebande (le cas échéant) a eu moins d’impact que le libre-échange.",,,nomap,,
#rep_tracker,trade_no_change,,,player_intel_always,"Aux côtés de $theFaction, non affecté par le commerce","Votre récente activité commerciale avec $marketList, bien que notée par $theFaction, n'a conduit à aucun changement dans les relations.",La relation est arrivée à un point où le commerce ne l’influencera plus.,,,,,
#rep_tracker,trade_no_change_negative,,,player_intel_always,"Aux côtés de $theHostileFaction, non affecté par le commerce","Votre récente activité commerciale avec $pickedMarket, bien que notée par les autorités hostiles de $hostileMarket, n'a conduit à aucun changement dans les relations.",La relation est arrivée à un point où le commerce ne l’influencera plus.,,,,,
rep_tracker,trade_xp_gain,,,player_intel_always,Expérience commerciale,Vos récentes transactions vous ont donné un nouvel aperçu du fonctionnement de l’économie. Vous avez également noué de précieux contacts.,Vous avez gagné $xpGagnez de l'expérience.,,,nomap,,
rep_tracker,rep_decay_positive,,,player_intel_always,Rester avec $theFaction amélioré,"Les affronts et offenses mineurs sont oubliés après un certain temps, s'ils ne sont pas renforcés par un modèle de comportement récent.",,,,nomap,,
#rep_tracker,rep_decay_negative,,,player_intel_always,Debout avec $theFaction réduit,"Les affronts mineurs et les petites faveurs sont rapidement oubliés, s'ils ne sont pas renforcés par un modèle de comportement récent.",,,,,,
rep_tracker,battle_rep_positive,,,secure_comm,Rester avec $theFaction amélioré,Votre bataille avec $otherFleetName a été notée par $theFaction à $market.,La nouvelle de la bataille a été initialement reprise par les parties sur $market.,,,nomap,,
rep_tracker,comm_access_granted,,,player_intel_always,Accès aux communications sécurisées de $Faction accordé,"En raison de votre bonne réputation ($factionStanding), les autorités $onOrAt $market vous ont accordé l'accès aux canaux de communication internes de $Faction.",,,,nomap,,
rep_tracker,comm_access_revoked,,,player_intel_always,Accès aux communications sécurisées de $Faction révoqué,"En raison de votre statut réduit ($factionStanding), votre accès aux canaux de communication internes de $Faction a été révoqué.",,,,nomap,,
,,,,,,,,,,,,
# trade info updates (prices etc),,,,,,,,,,,,
trade_info,prices_market,,,player_intel_always,Mise à jour du prix du marché $,L'exploitation du réseau de communication local permet d'obtenir des informations sur certains produits dont les prix sont inhabituels sur le marché.,$liste de prix,,,prices,,
trade_info,prices_local,,,player_intel_always,Mise à jour des prix locaux,L'exploitation du trafic de communication local et d'autres sources de données disponibles a permis d'obtenir des données sur les prix de certains produits sur les marchés du système.,$liste de prix,,,prices,,
trade_info,prices_sniffer,,,player_intel_always,Mise à jour des prix,Une microrafale provenant du renifleur de communication de $relayName contient des informations sur les prix de certaines matières premières dans le système stellaire $fromSystem.,$liste de prix,,,prices,,
trade_info,prices_remote,,,player_intel_always,Mise à jour des prix,L'exploitation du trafic de communication local et d'autres sources de données disponibles a permis d'obtenir des données sur les prix de certains produits dans le système stellaire $fromSystem.,$liste de prix,,,prices,,
,,,,,,,,,,,,
# customs inspection,,,,,,,,,,,,
customs_inspection,player_evaded,,,player_intel_always,Contrôle douanier,"Votre évasion du contrôle douanier, bien que réussie à court terme, a été remarquée par les autorités de la faction $.",,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
# system-wide bounty reports,,,,,,,,,,,,
system_bounty,likely,,,player_intel,Prime susceptible d'être offerte par $market,"Selon certaines rumeurs, les autorités de $onOrAt $market envisageraient d'afficher une prime sur toutes les flottes hostiles à $theMarketFaction.",#VALUE!,,,,,
system_bounty,start,,,news,Prime offerte par $market,"Les autorités de $onOrAt $market, lassées des attaques constantes contre le transport maritime, des perturbations commerciales et de l'état général de quasi-guerre, ont mis à prix toutes les flottes hostiles à $theMarketFaction.","Durera $daysLeft jours.

Le montant payé dépend des navires détruits (à partir de crédits $baseBounty pour une frégate), la position auprès de $theMarketFaction peut également s'améliorer.

Les vaisseaux doivent être détruits ou désactivés dans le système ou à proximité dans l'hyperespace.

Paiement effectué via un canal de communication sécurisé via un relais de communication à proximité.
",,,,,
system_bounty,start_with_faction,,,news,Prime offerte par $market,"Les autorités de $onOrAt $market, lassées des attaques constantes contre le transport maritime, des perturbations commerciales et de l'état général de quasi-guerre, ont mis à prix toutes les flottes hostiles à $theMarketFaction.","Durera $daysLeft jours.

Probablement déclenché par l'activité de $enemyFaction dans le système.

Le montant payé dépend des navires détruits (à partir de crédits $baseBounty pour une frégate), la position auprès de $theMarketFaction peut également s'améliorer.

Les vaisseaux doivent être détruits ou désactivés dans le système ou à proximité dans l'hyperespace.

Paiement effectué via un canal de communication sécurisé via un relais de communication à proximité.
",,,,,
system_bounty,bounty_payment,,,secure_comm,Paiement de la prime depuis $market : crédits $bountyCredits,Le message contient une pièce jointe cryptée contenant un paiement de crédits $bountyCredits.,"$bountyCredits crédits gagnés.

$market continuera à offrir la prime pour $daysLeft day(s).",,graphics/icons/intel/gain_credits.png,nomap,,
system_bounty,bounty_payment_share,,,secure_comm,Paiement de la prime depuis $market : crédits $bountyCredits,"Le message contient une pièce jointe cryptée qui contient votre part de la prime, qui s'élève à des crédits $bountyCredits.","$bountyCredits crédits gagnés.

$market continuera à offrir la prime pour $daysLeft day(s).",,graphics/icons/intel/gain_credits.png,nomap,,
system_bounty,bounty_no_payment,,,player_intel_always,Évaluation concernant la prime du $market,Le message contient un rapport de renseignement interne concernant la prime proposée par $market.,"Aucun paiement de prime car $theMarketFaction est $factionStanding envers vous.

$market continuera à offrir la prime pour $daysLeft day(s).",,,nomap,,
system_bounty,bounty_no_rep,,,player_intel_always,Évaluation concernant la prime du $market,Le message contient un rapport de renseignement interne concernant la prime proposée par $market.,"Aucun paiement de prime ni amélioration de la relation car $theMarketFaction est $factionStanding envers vous.

$market continuera à offrir la prime pour $daysLeft day(s).",,,nomap,,
system_bounty,end,,,news,Prime offerte par $market over,Les autorités $onOrAt $market ont déclaré que la période de prime était officiellement terminée.,Aucun paiement de prime ne sera plus effectué.,,,nomap,,
,,,,,,,,,,,,
comm_sniffer,report,,,player_comm_sniffer,Données du renifleur de communication,"Une pièce jointe contient un vidage de divers trafics de messages, à la fois générés par l'homme et automatisés, transitant par le système $system.",Améliore les chances de prédire avec précision les événements futurs dans le système stellaire.,,,,,
,,,,,,,,,,,,
# person bounty reports,,,,,,,,,,,,
person_bounty,start_pirate,,,news,Prime de crédit $bountyCredits publiée par $theFaction sur $targetName,"Les autorités de la $Faction $onOrAt $market ont affiché une prime pour avoir traduit en justice $targetName, un pirate notoire.","Récompense en crédit BountyCredits $, délivrée via un canal de communication sécurisé via un relais de communication à proximité.

Offert pour $daysLeft jours.

$targetDesc

Selon la rumeur, il s'agirait de $hideoutCrumb.",,,,,
person_bounty,start_deserter,,,news,Prime de crédit $bountyCredits publiée par $theFaction sur $targetName,"Les autorités de la $Faction $onOrAt $market ont affiché une prime pour avoir traduit en justice $targetName, reconnu coupable de désertion.","Récompense en crédit $bountyCredits délivrée via un canal de communication sécurisé via un relais de communication à proximité.

Offert pour $daysLeft jours.

$targetDesc

Selon la rumeur, il s'agirait de $hideoutCrumb.",,,,,
person_bounty,bounty_payment_end,,,secure_comm,Paiement de la prime de $theFaction : crédits $bountyCredits,Le message contient une pièce jointe cryptée contenant un paiement de crédits $bountyCredits pour traduire $targetName en justice.,$bountyCredits crédits gagnés.,,graphics/icons/intel/gain_credits.png,nomap,,
person_bounty,bounty_payment_share_end,,,secure_comm,Paiement de la prime de $theFaction : crédits $bountyCredits,"Le message contient une pièce jointe cryptée qui contient votre part de la prime, correspondant aux crédits $bountyCredits, pour avoir traduit $targetName en justice.",$bountyCredits crédits gagnés.,,graphics/icons/intel/gain_credits.png,nomap,,
person_bounty,bounty_no_payment_end,,,player_intel_always,Évaluation concernant la prime $targetName,Le message contient un rapport de renseignement interne concernant la prime sur $targetName.,Aucun paiement de prime car $theFaction est $factionStanding envers vous.,,,nomap,,
person_bounty,bounty_no_rep_end,,,player_intel_always,Évaluation concernant la prime $targetName,Le message contient un rapport de renseignement interne concernant la prime sur $targetName.,Pas de paiement de prime ni d'amélioration des relations car $theFaction est $factionStanding envers vous.,,,nomap,,
person_bounty,other_end,,,news,Prime sur $targetName terminée,Les rapports indiquent que $targetName a été tué dans un incident sans rapport avec la publication de la prime.,La prime n'est plus proposée.,,,nomap,,
person_bounty,expire_end,,,news,Prime sur $targetName terminée,Les autorités de la $Faction $onOrAt $market ont retiré la prime précédemment publiée sur $targetName.,La prime n'est plus proposée.,,,nomap,,
,,,,,,,,,,,,
# test mission,,,,,,,,,,,,
test_mission,start,,,player_intel_always,Mission test acceptée,"Vous avez accepté une mission test. Félicitations, je suppose.",Aucune récompense n’est probable.,,,,,
test_mission,end_success,,,player_intel_always,Mission de test terminée avec succès,Mission de test terminée avec succès.,,,,,,
test_mission,end_failure,,,player_intel_always,"Mission de test terminée, échec",La mission de test a échoué.,,,,,,
,,,,,,,,,,,,
# market procurement mission,,,,,,,,,,,,
market_procurement,posting,,,posting,Acquérez des unités de quantité $ de marchandises $ et livrez-les au marché $ dans les jours restants pour un paiement de crédits de récompense $.,Contactez $contactDesc $contactName à $market pour finaliser la livraison.,"Le paiement de base est de $ par unité par unité.

$market est contrôlé par les autorités de $marketFaction.

$contactName $contactDetail.",,,no_system_prefix,,
market_procurement,posting_bonus,,,posting,Acquérez des unités de quantité $ de marchandises $ et livrez-les au marché $ dans les jours restants pour un paiement de crédits de récompense $. Bonus $bonusCredits pour une livraison dans les $bonusDays.,Contactez $contactDesc $contactName à $market pour finaliser la livraison.,"Le paiement de base est de $ par unité par unité.

$market est contrôlé par les autorités de $marketFaction.

$contactName $contactDetail.",,,,,
market_procurement,accept,,,secure_comm,Accepté : acquérir des unités de quantité $ de marchandise $ et les livrer au marché $,"Acquérir des unités de quantité $ de marchandises $ et les livrer au marché $.

Contactez $contactDesc $contactName à $market pour finaliser la livraison.","$daysLeft pour terminer la livraison.

Récompense $rewardCredits ($parunité par unité).

$market est contrôlé par les autorités de $marketFaction.

$contactName $contactDetail.",,,"no_system_prefix, important",,
market_procurement,accept_bonus,,,secure_comm,Accepté : acquérir des unités de quantité $ de marchandise $ et les livrer au marché $,"Acquérir des unités de quantité $ de marchandises $ et les livrer au marché $.

Contactez $contactDesc $contactName à $market pour finaliser la livraison.","$daysLeft pour terminer la livraison.

Récompense $rewardCredits ($parunité par unité).

Bonus $bonusCredits s’il est livré dans les $bonusDays.

$market est contrôlé par les autorités de $marketFaction.

$contactName $contactDetail.",,,"no_system_prefix, important",,
market_procurement,success,,,player_intel_always,Terminé : $unité(s) de quantité de $produit livré au $marché,Mission terminée avec succès.,$récompense réelle gagnée.,,,"no_system_prefix, important",,
market_procurement,success_bonus,,,player_intel_always,Terminé : $unité(s) de quantité de $produit livré au $marché,Mission terminée avec succès.,"$récompense réelle gagnée, y compris le bonus $bonusCredits.",,,"no_system_prefix, important",,
market_procurement,failure,,,player_intel_always,Échec : échec de la livraison à temps des unités de quantité $ de marchandise $ au marché $,Mission échouée – délai non respecté.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# analyze entity mission,,,,,,,,,,,,
analyze_entity,posting,,,posting,Exécutez le package de capteurs fourni sur $entityName dans $systemName dans les $daysLeft pour le paiement $rewardCredits.,La mission sera considérée comme terminée et le paiement sera effectué immédiatement après l'exécution du package de capteurs.,$emplacementIndice,,,no_system_prefix,,
analyze_entity,accept,,,secure_comm,Accepté : exécutez le package de capteurs sur $entityName dans $systemName,"La récompense $rewardCredits doit être complétée dans les $daysLeft.

La mission sera considérée comme terminée et le paiement sera effectué immédiatement après l'exécution du package de capteurs.",$emplacementIndice,,,"no_system_prefix, important",,
analyze_entity,failure,,,player_intel_always,Échec : exécutez le package de capteurs sur $entityName dans $systemName,Mission échouée – délai non respecté.,,,,"no_system_prefix, important",,
analyze_entity,success,,,player_intel_always,Terminé : exécutez le package de capteurs sur $entityName dans $systemName,Mission terminée avec succès.,$rewardCrédits gagnés.,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# survey planet mission,,,,,,,,,,,,
survey_planet,posting,,,posting,Exécutez une enquête complète sur $planetName dans $systemName dans les $daysLeft pour le paiement de $rewardCredits.,La mission sera considérée comme terminée et le paiement sera affiché immédiatement après la fin de l'enquête.,$enquêteInfo,,,no_system_prefix,,
survey_planet,accept,,,secure_comm,Accepté : lancez une enquête complète sur $planetName dans $systemName,"La récompense $rewardCredits doit être complétée dans les $daysLeft.

La mission sera considérée comme terminée et le paiement sera affiché immédiatement après la fin de l'enquête.",$enquêteInfo,,,"no_system_prefix, important",,
survey_planet,failure,,,player_intel_always,Échec : lancer une enquête complète sur $planetName dans $systemName,Mission échouée – délai non respecté.,,,,"no_system_prefix, important",,
survey_planet,success,,,player_intel_always,Terminé : lancez une enquête complète sur $planetName dans $systemName,Mission terminée avec succès.,$rewardCrédits gagnés.,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# tutorial mission,,,,,,,,,,,,
tutorial_mission,start,,,secure_comm,Communication sécurisée depuis Ancyra,"Vous recevez une communication à faisceau étroit du principal monde habité du système, Ancyra.

Le message est bref et vous demande de vous y rendre et de contacter $mainContactPost $mainContactName dès que possible.",,,,"no_system_prefix, important",,
